SKU,MasterProductID,CurrentStatus,ProductName,Color,Cut,Material,Gender,BrandSegment,Pillar,MerchPlannerCategory,Collection,ProductType,SizeChart,SizeChartMessaging,Price,SalePrice,Description,ActualStartDate,TargetLaunchDate,InitialSeasonLaunch,LifeCycle,InitialPairsOrdered,NikeProductID,InstanceID,FOB,APS,ProdManOnly,MainColorHex,AccentColorHex,X Ref Style
K03971,,Active,Chuck Taylor Sneaker Keychain,UK,,,Unisex,,Accessories,Keychain,,regular,Standard Size Chart,,8,0,,11/06/12,12/01/12,12 Holiday,Runout,144,,,,,FALSE,,,
B002M401,MP_1836,Active,Men's Chambray Workwear Shirt,Phantom,,,Womens,,Apparel,Shirts,,regular,Standard Size Chart,Runs true to size,58,0,"Work it.
Long sleeve heavy gauge cotton long sleeve shirt with double breast pockets. 100% Cotton. Made in China. Machine wash cold.",11/15/12,11/01/12,12 Holiday,Runout,,,,,,FALSE,737373,,B311M401
736816F,MP_1573,Active,Chuck Taylor All Star,A Blue,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids - Toddler,Runs a half-size large,27,0,,12/18/12,12/01/12,12 Holiday,Runout,130,,,,,FALSE,3D59AB,,
736567F,MP_153,Active,Chuck Taylor All Star,Mirage Gray,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids - Toddler,Runs a half-size large,27,0,,01/14/13,12/01/12,12 Holiday,Runout,90,,,,,FALSE,CDC1C5,,
736565F,MP_1391,Active,Chuck Taylor All Star,Beach Glass,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids - Toddler,Runs a half-size large,27,0,,01/10/13,12/01/12,12 Holiday,Runout,140,,,,,FALSE,98F5FF,,
736561F,MP_1573,Active,Chuck Taylor All Star,Beach Glass,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids - Toddler,Runs a half-size large,27,0,,02/06/13,12/01/12,12 Holiday,Runout,100,,,,,FALSE,98F5FF,,
736086F,,Active,Chuck Taylor DC Comics,Black/Multi,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor? -Collaborations,DC Comics,regular,Kids - Toddler,Runs a half-size large,37,0,,11/20/12,11/01/12,12 Holiday,Runout,200,,,,,FALSE,,,
735806F,MP_1840,Active,Chuck Taylor Crayola,Outerspace Blue,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,Crayola,regular,Kids - Toddler,Runs a half-size large,37,24.99,,10/23/12,10/01/12,12 Holiday,Runout,123,,,,,FALSE,4A708B,C0FF3E,
735286F,,Active,Chuck Taylor DC Comics,Grey/Red,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,DC Comics,regular,Kids - Toddler,Runs a half-size large,37,0,,11/09/12,10/01/12,12 Holiday,Runout,369,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636379C,,Active,Chuck Taylor Leopard X-Hi ,Wheat/Pink,X-Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Extended Heights,regular,Kids- ExtYouth,Runs a half-size large,62,0,,11/09/12,10/01/12,12 Holiday,Runout,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631940F,,Active,Chuck Taylor Shimmer X-Hi ,Purple Magic,X-Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Extended Heights,regular,Kids- ExtYouth,Runs a half-size large,62,0,,11/08/12,11/01/12,12 Holiday,Runout,,,,,,FALSE,,,
626767F,,Active,Chuck Taylor Glitter X-Hi ,Charcoal,X-Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Extended Heights,regular,Kids- ExtYouth,Runs a half-size large,62,0,,11/15/12,10/01/12,12 Holiday,Runout,1231,,,,,FALSE,,,
537115F,,Active,Chuck Taylor All Star,Black,Hi,Cotton,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Crayon Hearts,regular,Womens Size Chart,Runs true to size,60,0,,01/14/13,12/01/12,12 Holiday,Runout,295,,,,,FALSE,,,
536487C,,Active,Chuck Taylor All Star XX-Hi,Grey/Animal Print,XX-Hi,Canvas,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Iterations,Extended Height,regular,Womens Size Chart,Runs true to size,80,0,,11/13/12,10/01/12,12 Holiday,Runout,,,,,,FALSE,,,
536377C,,Active,Chuck Taylor All Star XX-Hi,Black/Animal Print,XX-Hi,Canvas,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Iterations,Extended Height,regular,Womens Size Chart,Runs true to size,80,0,,11/09/12,10/01/12,12 Holiday,Runout,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535420C,MP_1823,Active,Chuck Taylor Premium Wool Sequin,Black Sequin,Low,Wool,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Wool Sequins,regular,Womens Size Chart,Runs true to size,100,69.99,,11/08/12,10/01/12,12 Holiday,Runout,246,,,,,FALSE,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534753F,MP_1843,Active,Chuck Taylor Dainty,Blue,Low,Canvas,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Extensions,Dainty,regular,Womens Size Chart,Runs true to size,60,44.99,,12/17/12,12/01/12,12 Holiday,Runout,172,,,,,FALSE,104E8B,,
534752F,MP_1843,Active,Chuck Taylor Dainty,Grey/Purple,Low,Canvas,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Extensions,Dainty,regular,Womens Size Chart,Runs true to size,60,44.99,,12/17/12,12/01/12,12 Holiday,Runout,246,,,,,FALSE,D8BFD8,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532235C,,Active,Chuck Taylor Moccasin Sneaker,Sassafras,Hi,Suede,Womens,ALL STAR,Chuck Taylor,Chuck Taylor? -Iterations,Moc Boot,regular,Womens Size Chart,Runs true to size,70,0,,11/20/12,10/01/12,12 Holiday,Runout,140,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532094C,,Active,Chuck Taylor Suede Trainer,Phaeton Grey,Low,Leather,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Extensions,All Star Trainer,regular,Womens Size Chart,Runs true to size,65,0,,11/20/12,10/01/12,12 Holiday,Runout,200,,,,,FALSE,,,
532093C,,Active,Chuck Taylor Suede Trainer,Black,Low,Leather,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Extensions,All Star Trainer,regular,Womens Size Chart,Runs true to size,65,0,,11/20/12,10/01/12,12 Holiday,Runout,220,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532088C,,Active,Chuck Taylor Leather Trainer,Monk's Robe,Low,Leather,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Extensions,All Star Trainer,regular,Womens Size Chart,Runs true to size,65,0,,11/20/12,10/01/12,12 Holiday,Runout,140,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336816F,MP_1522,Active,Chuck Taylor All Star,A Blue,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,01/10/13,12/01/12,12 Holiday,Runout,160,,,,,FALSE,27408B,,
336811F,MP_155,Active,Chuck Taylor All Star,A Blue,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,01/03/13,12/01/12,12 Holiday,Runout,110,,,,,FALSE,104E8B,,
336567F,MP_157,Active,Chuck Taylor All Star,Mirage Gray,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,12/18/12,12/01/12,12 Holiday,Runout,120,,,,,FALSE,DBDBDB,,
336565F,MP_157,Active,Chuck Taylor All Star,Beach Glass,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,01/10/13,12/01/12,12 Holiday,Runout,170,,,,,FALSE,7FFFD4,,
336561F,MP_155,Active,Chuck Taylor All Star,Beach Glass,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,12/17/12,12/01/12,12 Holiday,Runout,120,,,,,FALSE,BBFFFF,,
336086F,,Active,Chuck Taylor DC Comics ,Black/Multi,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor? -Collaborations,DC Comics,regular,Kids-Youth,Runs a half-size large,42,0,,11/20/12,11/01/12,12 Holiday,Runout,300,,,,,FALSE,,,
335808F,MP_1839,Active,Chuck Taylor Crayola ,Scarlet,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,Crayola,regular,Kids-Youth,Runs a half-size large,42,29.99,,10/24/12,10/01/12,12 Holiday,Runout,148,,,,,FALSE,FF0000,0,
335806F,MP_1839,Active,Chuck Taylor Crayola ,Outerspace Blue,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,Crayola,regular,Kids-Youth,Runs a half-size large,42,29.99,,10/24/12,10/01/12,12 Holiday,Runout,148,,,,,FALSE,00688B,CAFF70,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335290F,MP_1522,Active,Chuck Taylor All Star,Sassafras,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,24.99,,10/31/12,10/01/12,12 Holiday,Runout,180,,,,,FALSE,8B2252,,
335287F,MP_155,Active,Chuck Taylor ,Sassafras,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,24.99,,10/31/12,10/01/12,12 Holiday,Runout,140,,,,,FALSE,8B2252,,
335286F,,Active,Chuck Taylor DC Comics ,Grey/Red,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,DC Comics,regular,Kids-Youth,Runs a half-size large,42,0,,11/12/12,11/01/12,12 Holiday,Runout,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332306F,MP_155,Active,Chuck Taylor All Star,Kombu Green,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,24.99,,11/13/12,11/01/12,12 Holiday,Runout,,,,,,FALSE,556B2F,,
332297F,MP_1522,Active,Chuck Taylor All Star,Kombu Green,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,10/31/12,10/01/12,12 Holiday,Runout,,,,,,FALSE,6400,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290C723,MP_1808,Active,Half Zip Pullover Hoodie,Star Tropaz,,,Womens,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,68,49.99,"Cross over.
It criss-crosses. It gathers. It?s got a hood. It zips. Everything you love about your favorite hoodie?and a little more. Heathered jersey material.
60% Cotton/ 40% Polyester
Made in Vietnam. 
Machine wash cold, wash with like colors, remove immediately, do not bleach, tumble dry low, do not iron, do not dry clean.",10/25/12,10/01/12,12 Holiday,Runout,,,,,,FALSE,CDCD00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290C030,MP_1808,Active,Half Zip Pullover Hoodie,Charcoal Grey,,,Womens,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,68,49.99,"Cross over.
It criss-crosses. It gathers. It?s got a hood. It zips. Everything you love about your favorite hoodie?and a little more. Heathered jersey material.
60% Cotton/ 40% Polyester
Made in Vietnam. 
Machine wash cold, wash with like colors, remove immediately, do not bleach, tumble dry low, do not iron, do not dry clean.",10/25/12,10/01/12,12 Holiday,Runout,,,,,,FALSE,B5B5B5,,
1611C647,MP_1807,Active,Men's Slouchy Funnel Neck Pullover,Cabernet,,,Mens,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,78,54.99,"Go Wide.
A big, warm hug around the neck. Heathered funnel neck hooded sweatshirt with single front pocket. Heavy weight cotton slub jersey material. 100% Cotton.
Made in China. Machine wash cold. Warning: Color fading may occur after wash.",10/25/12,10/01/12,12 Holiday,Runout,,,,,,FALSE,B22222,,
1611C400,MP_1807,Active,Men's Slouchy Funnel Neck Pullover,Dress Blue,,,Mens,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,78,54.99,"Go Wide.
A big, warm hug around the neck. Heathered funnel neck hooded sweatshirt with single front pocket. Heavy weight cotton slub jersey material. 100% Cotton.
Made in China. Machine wash cold. Warning: Color fading may occur after wash.",10/25/12,10/01/12,12 Holiday,Runout,,,,,,FALSE,3D59AB,,
1611C122,MP_1807,Active,Men's Slouchy Funnel Neck Pullover,String,,,Mens,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,78,54.99,"Go Wide.
A big, warm hug around the neck. Heathered funnel neck hooded sweatshirt with single front pocket. Heavy weight cotton slub jersey material. 100% Cotton.
Made in China. Machine wash cold. Warning: Color fading may occur after wash.",10/25/12,10/01/12,12 Holiday,Runout,,,,,,FALSE,548B54,,
1611C029,MP_1807,Active,Men's Slouchy Funnel Neck Pullover,Dark Steel,,,Mens,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,78,54.99,"Go Wide.
A big, warm hug around the neck. Heathered funnel neck hooded sweatshirt with single front pocket. Heavy weight cotton slub jersey material. 100% Cotton.
Made in China. Machine wash cold. Warning: Color fading may occur after wash.",10/25/12,10/01/12,12 Holiday,Runout,,,,,,FALSE,8F8F8F,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138457C,,Active,Chuck Taylor Glow in the Dark,Black,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,GLOW SMU,regular,Chuck Size Chart,Runs a half-size large,60,0,,01/03/13,12/01/12,12 Holiday,Runout,350,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137588C,,Active,Design Your Own Chuck Taylor All Star Premium,Your Choice,Hi,Leather,Mens,CREATE,Converse Create,Converse Create Chuck Taylor?,,dyo,,,125,0,,10/16/12,10/15/12,12 Holiday,Runout,,,,,,FALSE,,,
137587C,,Active,Design Your Own Chuck Taylor All Star Premium,Your Choice,Hi,Leather,Mens,CREATE,Converse Create,Converse Create Chuck Taylor?,,dyo,,,125,0,,10/16/12,10/15/12,12 Holiday,Runout,,,,,,FALSE,,,
136819C,MP_154,Active,Chuck Taylor All Star,Peach Cobbler,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,12/18/12,12/01/12,12 Holiday,Runout,196,,,,,FALSE,E3A869,,
136818F,MP_154,Active,Chuck Taylor All Star,Olive Drab,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,12/17/12,12/01/12,12 Holiday,Runout,448,,,,,FALSE,556B2F,,
136817C,MP_154,Active,Chuck Taylor All Star,Light Yellow,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,12/17/12,12/01/12,12 Holiday,Runout,626,,,,,FALSE,FFF68F,,
136816C,MP_154,Active,Chuck Taylor All Star,A Blue,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,12/18/12,12/01/12,12 Holiday,Runout,810,,,,,FALSE,3D59AB,,
136815F,MP_148,Active,Chuck Taylor All Star,Red Clay,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,12/17/12,12/01/12,12 Holiday,Runout,480,,,,,FALSE,CD3700,,
136814C,MP_148,Active,Chuck Taylor All Star,Peach Cobbler,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,12/17/12,12/01/12,12 Holiday,Runout,122,,,,,FALSE,DEB887,,
136813F,MP_148,Active,Chuck Taylor All Star,Olive,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,12/17/12,12/01/12,12 Holiday,Runout,304,,,,,FALSE,808000,,
136812C,MP_148,Active,Chuck Taylor All Star,Light Yellow,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,12/17/12,12/01/12,12 Holiday,Runout,780,,,,,FALSE,FFEC8B,,
136811C,MP_148,Active,Chuck Taylor All Star,A Blue,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,12/20/12,12/01/12,12 Holiday,Runout,606,,,,,FALSE,3D59AB,,
136675C,MP_1863,Active,Jack Purcell LTT,Mocha Bisque,Low,Canvas,Unisex,JACK PURCELL,Jack Purcell,Jack Purcell?,Duck Canvas,regular,Jack Size Chart,Runs true to size,60,0,,01/23/13,12/01/12,12 Holiday,Runout,74,,,,,FALSE,9C661F,,
136665C,MP_1863,Active,Jack Purcell LTT,Warm Sand,Low,Canvas,Unisex,JACK PURCELL,Jack Purcell,Jack Purcell?,Duck Canvas,regular,Jack Size Chart,Runs true to size,60,0,,01/14/13,12/01/12,12 Holiday,Runout,92,,,,,FALSE,F5DEB3,,
136630F,,Active,Chuck Taylor All Star Knee Hi,Mirage Gray,X-Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Iterations,Extended Height,regular,Chuck Size Chart,Runs a half-size large,65,0,,03/28/13,12/01/12,12 Holiday,Runout,295,,,,,FALSE,,,
136629F,,Active,Chuck Taylor All Star Knee Hi,Black,X-Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Iterations,Extended Height,regular,Chuck Size Chart,Runs a half-size large,65,0,,01/23/13,12/01/12,12 Holiday,Runout,369,,,,,FALSE,,,
136576F,,Active,Chuck Taylor All Star Side Zip,Athletic Navy,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Iterations,Seasonals,regular,Chuck Size Chart,Runs a half-size large,60,0,,01/14/13,12/01/12,12 Holiday,Runout,197,,,,,FALSE,,,
136567F,MP_154,Active,Chuck Taylor All Star,Mirage Gray,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,12/20/12,12/01/12,12 Holiday,Runout,804,,,,,FALSE,B8B8B8,,
136565F,MP_154,Active,Chuck Taylor All Star,Beach Glass,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,12/18/12,12/01/12,12 Holiday,Runout,900,,,,,FALSE,BBFFFF,,
136564F,MP_154,Active,Chuck Taylor All Star,B Blue,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,01/23/13,12/01/12,12 Holiday,Runout,820,,,,,FALSE,1874CD,,
136561F,MP_148,Active,Chuck Taylor All Star,Beach Glass,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,01/03/12,12/01/12,12 Holiday,Runout,500,,,,,FALSE,00FFFF,,
136560F,MP_148,Active,Chuck Taylor All Star,Baja Blue,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,12/20/12,12/01/12,12 Holiday,Runout,510,,,,,FALSE,55,,
136489C,MP_1726,Active,Converse by John Varvatos Weapon,Silver/Black,Mid,Leather,Unisex,CONS,Sport Authentics,Varvatos,Weapon,regular,Standard Size Chart,Runs true to size,250,0,,12/13/12,12/01/12,12 Holiday,Runout,172,,,,,FALSE,CDC9C9,0,
136488C,MP_1726,Active,Converse by John Varvatos Weapon,Black/Black,Mid,Leather,Unisex,CONS,Sport Authentics,Varvatos,Weapon,regular,Standard Size Chart,Runs true to size,250,0,,12/13/12,12/01/12,12 Holiday,Runout,246,,,,,FALSE,0,,
136374F,,Active,Chuck Taylor Thundercats,Black/Multi,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,0,,11/13/12,11/01/12,12 Holiday,Runout,900,,,,,FALSE,,,
136372C,,Active,All Star DC Comics- Poison Ivy,Black/Green,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,0,,11/09/12,11/01/12,12 Holiday,Runout,1477,,,,,FALSE,,,
136080C,,Active,Chuck Taylor DC Comics- Aquaman,Black/Aqua,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,0,,11/09/12,10/01/12,12 Holiday,Runout,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135304C,MP_1813,Active,Chuck Taylor Premium Wool,Beluga,Hi,Wool,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Waxed Wool,regular,Chuck Size Chart,Runs a half-size large,125,89.99,,10/25/12,10/01/12,12 Holiday,Runout,185,,,,,FALSE,0,,
135303C,MP_1813,Active,Chuck Taylor Premium Wool,Olive,Hi,Wool,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Waxed Wool,regular,Chuck Size Chart,Runs a half-size large,125,89.99,,10/25/12,10/01/12,12 Holiday,Runout,135,,,,,FALSE,8E8E38,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135268C,MP_1819,Active,Chuck Taylor Classic Boot,Chocolate,Hi,Leather,Mens,ALL STAR,Chuck Taylor,Chuck Taylor? -Iterations,Classic Boot Sawtooth,regular,Chuck Size Chart,Runs a half-size large,80,49.99,,10/25/12,10/01/12,12 Holiday,Runout,566,,,,,FALSE,8B4513,,
135266C,,Active,Chuck Taylor Classic Boot,Black,Hi,Leather,Mens,ALL STAR,Chuck Taylor,Chuck Taylor? -Iterations,Classic Boot Sawtooth,regular,Chuck Size Chart,Runs a half-size large,80,0,,10/31/12,10/01/12,12 Holiday,Runout,492,,,,,FALSE,,,
135264F,MP_1845,Active,Chuck Taylor All Star LP,Dark Navy,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Extensions,Low Profile,regular,Chuck Size Chart,Runs a half-size large,55,39.99,,01/08/13,12/01/12,12 Holiday,Runout,295,,,,,FALSE,80,,
135263F,MP_1845,Active,Chuck Taylor All Star LP,Black,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Extensions,Low Profile,regular,Chuck Size Chart,Runs a half-size large,55,39.99,,01/08/13,12/01/12,12 Holiday,Runout,406,,,,,FALSE,0,,
135262F,MP_1844,Active,Chuck Taylor All Star LP,Olive Branch,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Extensions,Low Profile,regular,Chuck Size Chart,Runs a half-size large,60,44.99,,01/08/13,12/01/12,12 Holiday,Runout,172,,,,,FALSE,6E8B3D,,
135261F,MP_1844,Active,Chuck Taylor All Star LP,Charcoal,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Extensions,LowProfile,regular,Chuck Size Chart,Runs a half-size large,60,44.99,,01/08/13,12/01/12,12 Holiday,Runout,258,,,,,FALSE,7D7D7D,,
135198C,,Active,Chuck Taylor DC Comics-Teen Titans,Black/Multi,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,0,,11/20/12,11/01/12,12 Holiday,Runout,1000,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134539C,,Active,Chuck Taylor DC Comics-Teen Titans,Red Risk,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,0,,11/15/12,11/01/12,12 Holiday,Runout,1000,,,,,FALSE,,,
134535C,,Active,All Star DC Comics- Harley Quinn,Purple/Black,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,0,,11/09/12,11/01/12,12 Holiday,Runout,738,,,,,FALSE,,,
