SKU,MasterProductID,CurrentStatus,ProductName,Color,Cut,Material,Gender,BrandSegment,Pillar,MerchPlannerCategory,Collection,ProductType,SizeChart,SizeChartMessaging,Price,SalePrice,Description,ActualStartDate,TargetLaunchDate,InitialSeasonLaunch,LifeCycle,InitialPairsOrdered,NikeProductID,InstanceID,FOB,APS,ProdManOnly,MainColorHex,AccentColorHex,X Ref Style
139679C,,Pending,CTS,Faded Denim/White,Low,Suede,Womens,CONS,Action Culture,Skate,Skate,regular,Standard Size Chart,Runs true to size,60,0,,,06/01/13,13 Fall,Runout,74,,,,,FALSE,,,
139678C,,Pending,CTS,Old Gold/White,Low,Suede,Mens,CONS,Action Culture,Skate,Skate,regular,Standard Size Chart,Runs true to size,60,0,,,06/01/13,13 Fall,Runout,62,,,,,FALSE,,,
139674C,,Pending,Trapasso Pro II,Mykonos Blue/White/Old Gold,Low,Suede,Mens,CONS,Action Culture,Skate,Skate,regular,Standard Size Chart,Runs true to size,65,0,,,06/01/13,13 Fall,Runout,74,,,,,FALSE,,,
139582C,,Pending,Pro Leather,White,Mid,Leather,Mens,CONS,Sport Authentics,Heritage Basketball,Heritage Basketball,regular,Standard Size Chart,Runs true to size,70,0,,,06/01/13,13 Fall,Runout,148,,,,,FALSE,,,
137838F,,Pending,Chuck Taylor All Star,Pink Glo,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,,06/01/13,13 Fall,Runout,709,,,,,FALSE,,,
137834F,,Pending,Chuck Taylor All Star,Pink Glo,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,,06/01/13,13 Fall,Runout,591,,,,,FALSE,,,
137000C,,Active,Chuck Taylor All Star Pro Skate,Black/White,Low,Canvas,Mens,CONS,Action Culture,Skate,Skate,regular,Standard Size Chart,Runs true to size,55,0,,,06/01/13,13 Fall,Runout,123,,,,,FALSE,,,
136505F,,Pending,Chuck Taylor All Star,Deep Ultramarine,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,,06/01/13,13 Fall,Runout,1773,,,,,FALSE,,,
136502F,,Pending,Chuck Taylor All Star,Deep Ultramarine,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,,06/01/13,13 Fall,Runout,1064,,,,,FALSE,,,
136482C,,Pending,Chuck Taylor All Star Hollis Boot,Pinecone,Hi,Leather,Mens,ALL STAR,Chuck Taylor,Chuck Taylor?-Iteration,Mens Boots,regular,Chuck Size Chart,Runs a half-size large,80,0,,,08/01/13,13 Fall,Runout,514,,,,,FALSE,,,
133028C,MP_1749,Pending,Fast Break LP,Black/Charcoal/Vaporous Grey,Mid,Leather,Unisex,CONS,Sport Authentics,Heritage Basketball,Heritage Basketball,regular,Standard Size Chart,Runs true to size,65,44.99,,,06/01/13,13 Fall,Runout,185,,,,,FALSE,0,,
132387C,,Pending,Chuck Taylor All Star Hollis Boot,Black,Hi,Leather,Mens,ALL STAR,Chuck Taylor,Chuck Taylor?-Iteration,Mens Boots,regular,Chuck Size Chart,Runs a half-size large,80,0,,,08/01/13,13 Fall,Runout,400,,,,,FALSE,,,
132310F,MP_148,Pending,Chuck Taylor All Star,Parasailing,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,39.99,,,06/01/13,13 Fall,Runout,591,,,,,FALSE,8080,,
132301F,MP_154,Pending,Chuck Taylor All Star,Parasailing,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,34.99,,,06/01/13,13 Fall,Runout,1300,,,,,FALSE,03A89E,,
127350F,,Pending,Chuck Taylor All Star DC Comics,Black/Blue/Red,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,0,,,06/01/13,13 Fall,Runout,645,,,,,FALSE,,,
122135F,,Pending,Chuck Taylor All Star Print,Black/Liberty/Grey,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,0,,,06/01/13,13 Fall,Runout,323,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633177C,,Active,Design Your Own Chuck Taylor All Star,Your Choice,X-Hi,Canvas,Kids,CREATE,Converse Create,Converse Create Chuck Taylor?,,dyo,Kids- ExtYouth,,75,0,,04/16/12,04/01/12,12 Summer,Runout,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624668F,,Active,Chuck Taylor All Star Dr Seuss,Grenadine/Black,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,Seuss,regular,Kids- ExtYouth,Runs a half-size large,37,0,,06/08/12,04/01/12,12 Summer,Runout,400,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098040C,,Active,Men's Handcuff V-Neck Tee,Castlerock,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,,38,0,,06/21/12,05/24/12,12 Summer,Runout,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
094742C,MP_1707,Active,Men's Skull Laughing Tee,Gold Rutile,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,This tee fits true to size.,38,26.99,"Checkered Past.
A checkered skull laughs in the face of everything in this tee. 100% cotton. Made in Peru. Machine wash cold, inside out. Tumble dry low.",06/21/12,05/24/12,12 Summer,Runout,,,,,,FALSE,FFF68F,,
094001C,MP_1707,Active,Men's Skull Laughing Tee,Phantom,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,This tee fits true to size.,38,26.99,"Checkered Past.
A checkered skull laughs in the face of everything in this tee. 100% cotton. Made in Peru. Machine wash cold, inside out. Tumble dry low.",06/21/12,05/24/12,12 Summer,Runout,,,,,,FALSE,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
015354C,MP_1710,Active,Men's Heathered Chuck Patch Tee,Dark Spruce Heather,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,This tee fits true to size.,25,0,"From the feet up.
The iconic Chuck Taylor All Star patch makes its way from the sneaker to the shirt. 100% heathered cotton tee. Made in Mexico. Machine wash cold.",05/31/12,05/24/12,12 Summer,Runout,,,,,,FALSE,698B69,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W30797,,Active,High Score,Black Mono,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,09/17/12,02/23/12,12 Spring,Runout,,,,,,FALSE,,,
R204M300,MP_1621,Active,Men's Garment Dyed Pullover Hoodie,Evergreen,,,Mens,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,68,0,"Go Wide.
A big, warm hug around the neck with a hood to seal in the warmth. Garment dyed shawl neck hooded sweatshirt with single front pocket. Heavy weight cotton slub jersey material. 100% Cotton.
Made in China. Machine wash cold. Warning: Color fading may occur after wash.",02/22/12,02/23/12,12 Spring,Runout,70,,,,,FALSE,6E8B3D,,R310M204
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R204M004,MP_1621,Active,Men's Garment Dyed Pullover Hoodie,Raven Grey,,,Mens,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,68,0,"Go Wide.
A big, warm hug around the neck with a hood to seal in the warmth. Garment dyed shawl neck hooded sweatshirt with single front pocket. Heavy weight cotton slub jersey material. 100% Cotton.
Made in China. Machine wash cold. Warning: Color fading may occur after wash.",02/22/12,02/23/12,12 Spring,Runout,40,,,,,FALSE,7F7F7F,,R310M204
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA665600,,Active,Chuck Taylor Patch Hat,Red,,,Unisex,,Accessories,Headwear,,regular,Standard Size Chart,,22,0,,02/28/12,02/23/12,12 Spring,Runout,48,,,,,FALSE,,,HA31665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA665050,,Active,Chuck Taylor Patch Hat,Castlerock Grey,,,Unisex,,Accessories,Headwear,,regular,Standard Size Chart,,22,0,,02/28/12,02/23/12,12 Spring,Runout,60,,,,,FALSE,,,HA31665
HA665002,,Active,Chuck Taylor Patch Hat,Phantom Black,,,Unisex,,Accessories,Headwear,,regular,Standard Size Chart,,22,0,,02/28/12,02/23/12,12 Spring,Runout,120,,,,,FALSE,,,HA31665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730376C,MP_1605,Active,Chuck Taylor All Star Step,Varsity red,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Cross Step,regular,Kids - Toddler,Runs a half-size large,27,0,,02/16/12,03/01/12,12 Spring,Runout,108,,,,,FALSE,FF0000,,
730375C,MP_1605,Active,Chuck Taylor All Star Step,Black,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Cross Step,regular,Kids - Toddler,Runs a half-size large,27,0,,02/16/12,03/01/12,12 Spring,Runout,143,,,,,FALSE,0,,
730374C,MP_1605,Active,Chuck Taylor All Star Step,Chuck Pink,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Cross Step,regular,Kids - Toddler,Runs a half-size large,27,0,,02/16/12,03/01/12,12 Spring,Runout,221,,,,,FALSE,FFC0CB,,
730373C,MP_1605,Active,Chuck Taylor All Star Step,Dark Denim,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,Cross Step,regular,Kids - Toddler,Runs a half-size large,27,0,,02/16/12,03/01/12,12 Spring,Runout,212,,,,,FALSE,27408B,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714786F,MP_73,Active,Chuck Taylor All Star,Black Monochrome,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Core Kids,Core,regular,Kids - Toddler,Runs a half-size large,27,0,,01/25/12,01/01/12,12 Spring,Carryover,187,,,,,FALSE,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630385F,MP_1081,Active,Chuck Taylor Easy Slip ,Black/Green,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Iterations,Easy Slip,regular,Kids- ExtYouth,Runs a half-size large,37,19.99,,02/08/12,02/01/11,12 Spring,Runout,144,,,,,FALSE,0,00EE00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529654C,,Active,Jack Purcell Helen Marimekko,Navy/Yellow,Low,Canvas,Womens,JACK PURCELL,Jack Purcell,Jack Purcell,Marimekko,regular,Womens Size Chart,Runs true to size,90,0,,01/20/12,01/01/12,12 Spring,Runout,153,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136419C,MP_292,Active,Design Your Own Chuck Taylor All Star Glow,GLOW,Low,Canvas,Unisex,CREATE,Converse Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,70,0,,02/23/12,02/01/12,12 Spring,Runout,,chuTayOxCanGlow1205,26841,,,FALSE,,,
136418C,MP_292,Active,Design Your Own Chuck Taylor All Star Glow,GLOW,Hi,Canvas,Unisex,CREATE,Converse Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,70,0,,02/23/12,02/01/12,12 Spring,Runout,,chuTayHiCanGlow1205,26844,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130261F,,Active,Chuck Taylor Gorillaz,White/Multi,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,Gorillaz,regular,Chuck Size Chart,Runs a half-size large,60,0,,02/23/12,01/01/12,12 Spring,Runout,184,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130259F,,Active,Chuck Taylor Gorillaz,Beluga,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,Gorillaz,regular,Chuck Size Chart,Runs a half-size large,60,0,,02/23/12,02/01/12,12 Spring,Runout,322,,,,,FALSE,,,
130258F,,Active,Chuck Taylor Gorillaz,Camo/Green,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,Gorillaz,regular,Chuck Size Chart,Runs a half-size large,60,0,,02/23/12,02/01/12,12 Spring,Runout,276,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130127F,MP_154,Active,Chuck Taylor All Star,Dazzling Blue,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,12/22/11,01/01/12,12 Spring,Runout,,,,,,FALSE,0000FF,,
130123F,MP_148,Active,Chuck Taylor All Star,Dazzling Blue,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,12/22/11,01/01/12,12 Spring,Runout,,,,,,FALSE,0000CD,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129970C,,Active,Chuck Taylor Hardware,Black,Hi,Canvas,Mens,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Hardware Bundle,regular,Chuck Size Chart,Runs a half-size large,70,0,,01/20/12,01/01/12,12 Spring,Runout,245,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006622C,MP_1459,Active,Allen Street Hoodie,Bright Flamingo,,,Womens,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,88,54.99,"Playing Favorites.
This  hoodie with tonal drawstrings and asymmetrical zipper plays well with others. 100% dense rugby jersey cotton. 
Made in China. Machine wash cold.",02/22/12,02/23/12,12 Spring,Runout,24,,,,,FALSE,FF6A6A,,00646C
006513C,MP_1459,Active,Allen Street Hoodie,Lavender,,,Womens,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,88,54.99,"Playing Favorites.
This  hoodie with tonal drawstrings and asymmetrical zipper plays well with others. 100% dense rugby jersey cotton. 
Made in China. Machine wash cold.",02/22/12,02/23/12,12 Spring,Runout,30,,,,,FALSE,CDB5CD,,00646C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W38535,,Active,1908- Remix,Blue,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,09/17/12,10/01/12,12 Holiday,Runout,20,,,,,FALSE,,,
W38534,,Active,1908- Remix,Pink,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,09/17/12,10/01/12,12 Holiday,Runout,20,,,,,FALSE,,,
W38532,,Active,1908- Remix,Black,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,09/17/12,10/01/12,12 Holiday,Runout,20,,,,,FALSE,,,
W38531,,Active,Clocked II,Black,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,95,0,,09/17/12,10/01/12,12 Holiday,Runout,25,,,,,FALSE,,,
W38530,,Active,Clocked II,Yellow,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,95,0,,11/13/12,10/01/12,12 Holiday,Runout,15,,,,,FALSE,,,
W38529,,Active,Clocked II,Navy Blue,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,95,0,,09/17/12,10/01/12,12 Holiday,Runout,20,,,,,FALSE,,,
W38528,,Active,Clocked II,White,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,95,0,,09/25/12,10/01/12,12 Holiday,Runout,15,,,,,FALSE,,,
W38527,,Active,Scoreboard,Green,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,09/17/12,10/01/12,12 Holiday,Runout,25,,,,,FALSE,,,
W38526,,Active,Scoreboard,Red,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,09/18/12,10/01/12,12 Holiday,Runout,25,,,,,FALSE,,,
W38525,,Active,Rebound,Purple,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,09/25/12,10/01/12,12 Holiday,Runout,15,,,,,FALSE,,,
W38524,,Active,Rebound,Pink,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,09/25/15,10/01/12,12 Holiday,Runout,15,,,,,FALSE,,,
W38523,,Active,Rebound,Black,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,09/17/12,10/01/12,12 Holiday,Runout,18,,,,,FALSE,,,
W38522,,Active,Rebound,White,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,09/17/12,10/01/12,12 Holiday,Runout,18,,,,,FALSE,,,
SG38519,,Active,Master Track,Black/Blue,,,Unisex,,Accessories,Sunglasses,,regular,Standard Size Chart,,59,0,,10/03/12,10/01/12,12 Holiday,Runout,24,,,,,FALSE,,,
SG38518,,Active,Master Track,Black/Neon Pink,,,Unisex,,Accessories,Sunglasses,,regular,Standard Size Chart,,59,0,,10/03/12,10/01/12,12 Holiday,Runout,24,,,,,FALSE,,,
SA40737,,Active,Star Chevron iPhone Case,Black/Red,,,Unisex,,Accessories,Accessories,,regular,Standard Size Chart,,20,0,,12/06/12,11/01/12,12 Holiday,Runout,216,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L40446,,Active,"Low-Top Snowflake Lace 45""",Blue/White,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,3.99,2.99,,11/26/12,11/26/12,12 Holiday,Clearance,144,,,,,FALSE,,,
L40445,,Active,"Low-Top Polka Dot Lace 45""",Green/Red,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,3.99,2.99,,11/26/12,11/26/12,12 Holiday,Clearance,144,,,,,FALSE,,,
L40444,,Active,"Hi-Top Festive Lace 54""",Blue/Multi,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,3.99,2.99,,11/26/12,11/26/12,12 Holiday,Clearance,144,,,,,FALSE,,,
L40443,,Active,"Hi-Top Candy Cane Lace 54""",Green/Red/White,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,3.99,2.99,,11/26/12,11/26/12,12 Holiday,Clearance,288,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K36032,,Active,Chuck Taylor Sneaker Keychain,Raspberry Sparkle,,,Unisex,,Accessories,Keychain,,regular,Standard Size Chart,,8,0,,11/13/12,10/01/12,12 Holiday,Runout,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
