"SKU","MasterProductID","Status","ProductName","Color","Cut","Material","Gender","BrandSegment","Pillar","MerchPlannerCategory","Collection","ProductType","SizeChart","SizeChartMessaging","Price","SalePrice","Description","ActualStartDate","TargetLaunchDate","InitialSeasonLaunch","LifeCycle","InitialPairsOrdered","NikeProductID","InstanceID","FOB","APS","ProdManOnly","MainColorHex","AccentColorHex","X Ref Style","Comments","CORE","destCustomizeSKU","destCustomizeMetricID"
"537150F","MP_1884","Online","Chuck Taylor All Star Shoreline","Neon Pink","Slip","Textile","Women","ALL STAR","Chuck Taylor","Chuck  Taylor?-Extensions","Shoreline","regular","Womens Size Chart","Runs true to size",50,0,,41340,41306,"13 Spring","Runout",172.3076923,,,,,0,"FFC0CB",,,,"N",,
"537088F",,"Online","Chuck Taylor All Star Shoreline","Dark Denim","Slip","Textile","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Floral Print","regular","Womens Size Chart","Runs true to size",55,0,,,41395,"13 Summer","Runout",147.6923077,,,,,0,,,,,"N",,
"537089F",,"Offline","Chuck Taylor All Star Shoreline","Lavendula","Slip","Textile","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Floral Print","regular","Womens Size Chart","Runs true to size",55,0,,,41395,"13 Summer","Runout",86.15384615,,,,,0,,,,"pending","N",,
"537122F",,"Offline","Chuck Taylor All Star Shoreline","Charcoal","Slip","Textile","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Floral Print","regular","Womens Size Chart","Runs true to size",55,0,,,41395,"13 Summer","Runout",135.3846154,,,,,0,,,,"pending","N",,
"537123F",,"Online","Chuck Taylor All Star Shoreline","Natural","Slip","Textile","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Floral Print","regular","Womens Size Chart","Runs true to size",55,0,,,41395,"13 Summer","Runout",172.3076923,,,,,0,,,,,"N",,
"540407F",,"Offline","Chuck Taylor All Star Shoreline","Black","Slip","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Shoreline","regular","Womens Size Chart","Runs true to size",50,0,,,41426,"13 Fall","Runout",360,,,,,0,,,,"pending","N",,
"540408F",,"Offline","Chuck Taylor All Star Shoreline","White","Slip","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Shoreline","regular","Womens Size Chart","Runs true to size",50,0,,,41426,"13 Fall","Runout",280,,,,,0,,,,"pending","N",,
"136576F",,"Online","Chuck Taylor All Star Side Zip","Athletic Navy","Hi","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Side Zip","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41275,"13 Spring","Runout",196.9230769,,,,,0,,,,,"N",,
"136576F",,"Online","Chuck Taylor All Star Side Zip","Athletic Navy","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor? -Iterations","Seasonals","regular","Chuck Size Chart","Runs a half-size large",60,0,,41288,41244,"12 Holiday","Runout",197,,,,,0,,,,,"N",,
"140066F",,"Offline","Chuck Taylor All Star Side Zip","Black","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Seasonals","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41426,"13 Fall","Runout",200,,,,,0,,,,"pending","N",,
"140068F",,"Offline","Chuck Taylor All Star Side Zip","Gray Violet","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Seasonals","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41426,"13 Fall","Runout",160,,,,,0,,,,"pending","N",,
"532210C",,"Online","Chuck Taylor All Star Side Zip","Brown","Hi","Suede","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Dusty Suede","regular","Womens Size Chart","Runs true to size",75,29.99,,41108,41091,"12 Fall","Runout",117,,,,,0,,,,,"N",,
"540421F",,"Offline","Chuck Taylor All Star Side Zip","Black","Hi","Cotton","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Heart Print","regular","Kids - Toddler","Runs a half-size large",65,0,,,41426,"13 Fall","Runout",246.1538462,,,,,0,,,,"pending","N",,
"722411F","MP_1250","Online","Chuck Taylor All Star Simple Slip","Athletic Navy","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core Kids","Carryover","regular","Kids - Toddler","Runs a half-size large",32,0,,40585,40544,"11 Spring","Runout",180,,,,,0,80,,,,"N",,
"722412F","MP_1250","Online","Chuck Taylor All Star Simple Slip","Black","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core Kids","Carryover","regular","Kids - Toddler","Runs a half-size large",32,0,,40564,40544,"11 Spring","Runout",180,,,,,0,0,,,,"N",,
"722423F","MP_1250","Online","Chuck Taylor All Star Simple Slip","Varsity Red","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core Kids","Carryover","regular","Kids - Toddler","Runs a half-size large",32,0,,40585,40544,"11 Spring","Runout",180,,,,,0,"EE0000",,,,"N",,
"726078F","MP_1250","Online","Chuck Taylor All Star Simple Slip","Chuck Pink","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core Kids","Carryover","regular","Kids - Toddler","Runs a half-size large",32,0,,40721,40695,"11 Fall","Runout",120,,,,,0,"FFB5C5",,"KX169-11F-039",,"N",,
"141390C",,"Offline","Chuck Taylor All Star Simpsons","Black/Multi","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","Simpsons","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41426,"13 Fall","Runout",1097,,,,,0,,,,"pending","N",,
"141391C",,"Offline","Chuck Taylor All Star Simpsons","White/Multi","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","Simpsons","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41426,"13 Fall","Runout",968,,,,,0,,,,"pending","N",,
"141392C",,"Offline","Chuck Taylor All Star Simpsons","French Blue/Cyber Yellow","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","Simpsons","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41426,"13 Fall","Runout",1548,,,,,0,,,,"pending","N",,
"641390F",,"Offline","Chuck Taylor All Star Simpsons","Black/Multi","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","Simpsons","regular","Kids- ExtYouth","Runs a half-size large",42,0,,,41426,"13 Fall","Runout",323,,,,,0,,,,"pending","N",,
"641391F",,"Offline","Chuck Taylor All Star Simpsons","White/Multi","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","Simpsons","regular","Kids- ExtYouth","Runs a half-size large",42,0,,,41426,"13 Fall","Runout",258,,,,,0,,,,"pending","N",,
"741390F",,"Offline","Chuck Taylor All Star Simpsons","Black/Multi","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","Simpsons","regular","Kids - Toddler","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",155,,,,,0,,,,"pending","N",,
"132439C",,"Online","Chuck Taylor All Star Specialty","Black / Amaranth Purple","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","DC COMICS","regular","Chuck Size Chart","Runs a half-size large",60,24.99,,41081,41061,"12 Fall","Runout",2240,,,,,0,,,,,"N",,
"132441C",,"Online","Chuck Taylor All Star Specialty","Cloud Gray / Aspen Blue","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","DC COMICS","regular","Chuck Size Chart","Runs a half-size large",60,24.99,,41081,41061,"12 Fall","Runout",2108,,,,,0,,,,,"N",,
"730373C","MP_1605","Online","Chuck Taylor All Star Step","Dark Denim","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Cross Step","regular","Kids - Toddler","Runs a half-size large",27,0,,40955,40969,"12 Spring","Runout",212,,,,,0,"27408B",,,,"N",,
"730374C","MP_1605","Online","Chuck Taylor All Star Step","Chuck Pink","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Cross Step","regular","Kids - Toddler","Runs a half-size large",27,0,,40955,40969,"12 Spring","Runout",221,,,,,0,"FFC0CB",,,,"N",,
"730375C","MP_1605","Online","Chuck Taylor All Star Step","Black","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Cross Step","regular","Kids - Toddler","Runs a half-size large",27,0,,40955,40969,"12 Spring","Runout",143,,,,,0,0,,,,"N",,
"136636C",,"Online","Chuck Taylor All Star Street","Limestone/Varsity Red/Cyber Yellow","Mid","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","DC Comics","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41365,"13 Summer","Runout",650,,,,,0,,,,,"N",,
"140153C",,"Offline","Chuck Taylor All Star Street","Black/Purple","Mid","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor? -Collaborations","DC Comics","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41426,"13 Fall","Runout",193.5483871,,,,,0,,,,"pending","N",,
"340153C",,"Offline","Chuck Taylor All Star Street","Black/Purple","Mid","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor? -Collaborations","DC Comics","regular","Kids-Youth","Runs a half-size large",42,0,,,41426,"13 Fall","Runout",193.5483871,,,,,0,,,,"pending","N",,
"636636F",,"Online","Chuck Taylor All Star Street","Limestone/Varsity Red/Cyber Yellow","Mid","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","DC Comics","regular","Kids- ExtYouth","Runs a half-size large",42,0,,,41365,"13 Summer","Runout",280,,,,,0,,,,,"N",,
"637249F",,"Online","Chuck Taylor All Star Street","Black/Jester Red","Mid","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Unleash The Streets","regular","Kids- ExtYouth","Runs a half-size large",37,0,,41312,41306,"13 Spring","Runout",320,,,,,0,,,,,"N",,
"640528C",,"Offline","Chuck Taylor All Star Street","Pinecone","Mid","Suede","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Street","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41487,"13 Fall","Runout",193.5483871,,,,,0,,,,"pending","N",,
"640529C",,"Offline","Chuck Taylor All Star Street","athletic navy","Mid","Suede","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Street","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41487,"13 Fall","Runout",161.2903226,,,,,0,,,,"pending","N",,
"640569F",,"Offline","Chuck Taylor All Star Street","Black/Electric Yellow","Mid","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",193.5483871,,,,,0,,,,"pending","N",,
"640570F",,"Offline","Chuck Taylor All Star Street","Black/Electric Blue Lemonade","Mid","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",193.5483871,,,,,0,,,,"pending","N",,
"736636F",,"Online","Chuck Taylor All Star Street","Limestone/Varsity Red/Cyber Yellow","Mid","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","DC Comics","regular","Kids - Toddler","Runs a half-size large",37,0,,,41365,"13 Summer","Runout",200,,,,,0,,,,,"N",,
"737249F",,"Online","Chuck Taylor All Star Street","Black/Jester Red","Mid","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Unleash The Streets","regular","Kids - Toddler","Runs a half-size large",32,0,,,41306,"13 Spring","Runout",110,,,,,0,,,,,"N",,
"740569F",,"Offline","Chuck Taylor All Star Street","Black/Electric Yellow","Mid","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids - Toddler","Runs a half-size large",32,0,,,41426,"13 Fall","Runout",103.2258065,,,,,0,,,,"pending","N",,
"740570F",,"Offline","Chuck Taylor All Star Street","Black/Electric blue Lemonade","Mid","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids - Toddler","Runs a half-size large",32,0,,,41426,"13 Fall","Runout",103.2258065,,,,,0,,,,"pending","N",,
"640550f",,"Offline","Chuck Taylor All Star Street","Black/Multi","Slip","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",193.5483871,,,,,0,,,,"pending","N",,
"640575F",,"Offline","Chuck Taylor All Star Street","Purple Cactus Flower/ Knockout PInk","Slip","Textile","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",129.0322581,,,,,0,,,,"pending","N",,
"737263F",,"Online","Chuck Taylor All Star Street","LImestone/Blithe","Slip","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Street","regular","Kids - Toddler","Runs a half-size large",32,0,,,41365,"13 Summer","Runout",67.69230769,,,,,0,,,,,"N",,
"640563C",,"Offline","Chuck Taylor All Star Stretch Lace","Atomic Blue/White","Slip","Textile","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Animal Print","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",194,,,,,0,,,,"pending","N",,
"640564C",,"Offline","Chuck Taylor All Star Stretch Lace","Gray Violet/Multi","Slip","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids",,"regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",232.2580645,,,,,0,,,,"pending","N",,
"136693C","MP_1849","Online","Chuck Taylor All Star Studded","Beluga","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Varvatos","Nailhead","regular","Chuck Size Chart","Runs a half-size large",170,0,,41362,41275,"13 Spring","Runout",273.2307692,,,,,0,282828,,,,"N",,
"137397C",,"Online","Chuck Taylor All Star Studded","Black","Hi","Leather","Men","ALL STAR","Chuck Taylor","Varvatos","Nailhead","regular","Chuck Size Chart","Runs a half-size large",170,0,,41348,41275,"13 Spring","Runout",273.2307692,,,,,0,,,,,"N",,
"637295F","MP_2007","Offline","Chuck Taylor All Star Summer Chuck","Blithe/Black","Hi","Mesh","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Ultimate Summer Chuck","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41334,"13 Spring","Runout",55.38461538,,,,,0,,,,"pending","N",,
"637298F","MP_2007","Offline","Chuck Taylor All Star Summer Chuck","Black/Blithe","Hi","Mesh","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Ultimate Summer Chuck","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41334,"13 Spring","Runout",67.69230769,,,,,0,,,,"pending","N",,
"637299F","MP_2009","Offline","Chuck Taylor All Star Summer Chuck","Black/Blithe","Low","Mesh","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Ultimate Summer Chuck","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41334,"13 Spring","Runout",55.38461538,,,,,0,,,,"pending","N",,
"637317F","MP_2009","Offline","Chuck Taylor All Star Summer Chuck","Blithe/Black","Low","Mesh","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Ultimate Summer Chuck","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41334,"13 Spring","Runout",43.07692308,,,,,0,,,,"pending","N",,
"637248C",,"Online","Chuck Taylor All Star Tall","Black/Carmine rose","X-Hi","Cotton","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Extended Height","regular","Kids- ExtYouth","Runs a half-size large",62,39.97,,41297,41275,"13 Spring","Runout",553.8461538,,,,,0,,,,,"N",,
"637265C",,"Offline","Chuck Taylor All Star Tall","Limestone/Carmine Rose/Royal Lilac","X-Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Fun Foxing Wrap","regular","Kids- ExtYouth","Runs a half-size large",62,0,,,41306,"13 Spring","Runout",500,,,,,0,,,,"pending","N",,
"737248F",,"Offline","Chuck Taylor All Star Tall","Black/Carmine Rose","X-Hi","Cotton","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Hyper Plaid","regular","Kids - Toddler","Runs a half-size large",57,0,,,41275,"13 Spring","Runout",492.3076923,,,,,0,,,,"pending","N",,
"737265F",,"Offline","Chuck Taylor All Star Tall","Limestone/Carmine Rose/Royal Lilac","X-Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Fun Foxing Wrap","regular","Kids - Toddler","Runs a half-size large",57,0,,,41306,"13 Spring","Runout",440,,,,,0,,,,"pending","N",,
"636574F","MP_1851","Online","Chuck Taylor All Star Two Fold","Mirage Gray/B.Blue/Beach Glass","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids- ExtYouth","Runs a half-size large",37,0,,41288,41275,"13 Spring","Runout",86.15384615,,,,,0,"CDC5BF","BBFFFF",,,"N",,
"637320F","MP_1851","Online","Chuck Taylor All Star Two Fold","Carmine rose/light yellow/Peach cobbler","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids- ExtYouth","Runs a half-size large",37,0,,41288,41275,"13 Spring","Runout",86.15384615,,,,,0,"FF3E96","FFA54F",,,"N",,
"136624C","MP_1906","Online","Chuck Taylor All Star Two Fold","Mirage Gray","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Seasonals","regular","Chuck Size Chart","Runs a half-size large",60,0,,41361,41306,"13 Spring","Runout",276.9230769,,,,,0,"E8E8E8","FF69B4",,,"N",,
"136625C","MP_1906","Online","Chuck Taylor All Star Two Fold","White","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Seasonals","regular","Chuck Size Chart","Runs a half-size large",60,39.97,,41361,41306,"13 Spring","Runout",223.0769231,,,,,0,"FFFFFF","FF3E96",,,"N",,
"140071F","MP_1906","Offline","Chuck Taylor All Star Two Fold","Black","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Seasonals","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41426,"13 Fall","Runout",300,,,,,0,,,,"pending","N",,
"140194C","MP_1906","Offline","Chuck Taylor All Star Two Fold","Purple Cactus Flower","Hi","Textile","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Seasonals","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41426,"13 Fall","Runout",210,,,,,0,,,,"pending","N",,
"537118C","MP_2046","Online","Chuck Taylor All Star Two Fold","Black/Multi","Hi","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Hyperculture Print","regular","Womens Size Chart","Runs true to size",60,0,,41312,41306,"13 Spring","Runout",180,,,,,0,,,,,"N",,
"537126C","MP_2046","Online","Chuck Taylor All Star Two Fold","Egret","Hi","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Foil Tipped Linen","regular","Womens Size Chart","Runs true to size",60,0,,,41365,"13 Summer","Runout",180,,,,,0,,,,,"N",,
"540279F","MP_2046","Offline","Chuck Taylor All Star Two Fold","Black","Hi","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Animal Print","regular","Womens Size Chart","Runs true to size",65,0,,,41426,"13 Fall","Runout",322.5806452,,,,,0,,,,"pending","N",,
"637328F","MP_1851","Online","Chuck Taylor All Star Two Fold","Florida Keys/Limelight/Fusion Coral","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Floral Print","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41365,"13 Summer","Runout",40,,,,,0,,,,,"N",,
"640512F","MP_1851","Offline","Chuck Taylor All Star Two Fold","Gray Violet/Purple Cactus Flower","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Polka Dot","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",283.8709677,,,,,0,,,,"pending","N",,
"640513F","MP_1851","Offline","Chuck Taylor All Star Two Fold","Black/Fiery Coral","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Polka Dot","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",309.6774194,,,,,0,,,,"pending","N",,
"309447F","MP_907","Online","Chuck Taylor All Star V","Black","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids-Youth","Runs a half-size large",37,0,,40021,,"09 Fall","Runout",,,,,,0,"EEA9B8",,,,"Y",,
"136715C","MP_1850","Online","Chuck Taylor All Star Washed","Tango Red","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Well Worn","regular","Chuck Size Chart","Runs a half-size large",65,0,,41288,41275,"13 Spring","Runout",221.5384615,,,,,0,"FF3030",,,,"N",,
