"SKU","MasterProductID","Status","ProductName","Color","Cut","Material","Gender","BrandSegment","Pillar","MerchPlannerCategory","Collection","ProductType","SizeChart","SizeChartMessaging","Price","SalePrice","Description","ActualStartDate","TargetLaunchDate","InitialSeasonLaunch","LifeCycle","InitialPairsOrdered","NikeProductID","InstanceID","FOB","APS","ProdManOnly","MainColorHex","AccentColorHex","X Ref Style","Comments","CORE","destCustomizeSKU","destCustomizeMetricID"
"640582F",,"Offline","Chuck Taylor All Star Dual Collar","Black/Electric Yellow","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",314.516129,,,,,0,,,,"pending","N",,
"640566F",,"Offline","Chuck Taylor All Star Easy","Knockout Pink/Purple Cactus Flower","Hi","Textile","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids - Toddler","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",251.6129032,,,,,0,,,,"pending","N",,
"640567F",,"Offline","Chuck Taylor All Star Easy","Beluga/Electric Yellow","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",293.5483871,,,,,0,,,,"pending","N",,
"740566F",,"Offline","Chuck Taylor All Star Easy","Knockout Pink/VPurple Cactus Flower","Hi","Textile","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids - Toddler","Runs a half-size large",32,0,,,41426,"13 Fall","Runout",125.8064516,,,,,0,,,,"pending","N",,
"740567F",,"Offline","Chuck Taylor All Star Easy","Beluga/Electric Yellow","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids - Toddler","Runs a half-size large",32,0,,,41426,"13 Fall","Runout",146.7741935,,,,,0,,,,"pending","N",,
"740604F",,"Offline","Chuck Taylor All Star Easy","Charcoal Gray/Blazing Yell","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor? -Collaborations","DC Comics","regular","Kids-Youth","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",129.0322581,,,,,0,,,,"pending","N",,
"737257F",,"Online","Chuck Taylor All Star Easy Slip","Charcoal/Varsity red","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","DC Comics","regular","Kids - Toddler","Runs a half-size large",37,0,,,41365,"13 Summer","Runout",200,,,,,0,,,,,"N",,
"537051C","MP_2008","Online","Chuck Taylor All Star Espadrille","Chocolate","Slip","Cotton","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Extensions","Espadrille","regular","Womens Size Chart","Runs true to size",50,0,,,41365,"13 Summer","Runout",100,,,,,0,,,,,"N",,
"537052C","MP_2008","Online","Chuck Taylor All Star Espadrille","Frost Gray","Slip","Cotton","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Extensions","Espadrille","regular","Womens Size Chart","Runs true to size",50,0,,,41365,"13 Summer","Runout",140,,,,,0,,,,,"N",,
"537053C","MP_2008","Offline","Chuck Taylor All Star Espadrille","Green","Slip","Cotton","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Extensions","Espadrille","regular","Womens Size Chart","Runs true to size",50,0,,,41365,"13 Summer","Runout",40,,,,,0,,,,"pending","N",,
"537056C","MP_2008","Online","Chuck Taylor All Star Espadrille","Black","Slip","Canvas","Women","ALL STAR","Chuck Taylor","Chuck  Taylor?-Extensions","Espadrille","regular","Womens Size Chart","Runs true to size",45,0,,,41306,"13 Spring","Runout",147.6923077,,,,,0,,,,,"N",,
"537191C","MP_2008","Offline","Chuck Taylor All Star Espadrille","Milk","Slip","Cotton","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Extensions","Espadrille","regular","Womens Size Chart","Runs true to size",50,0,,,41365,"13 Summer","Runout",180,,,,,0,,,,"pending","N",,
"337359F",,"Online","Chuck Taylor All Star Espadrille","Carmine Rose","Slip","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Espadrille","regular","Kids-Youth","Runs a half-size large",37,0,,,41306,"13 Spring","Runout",49.23076923,,,,,0,,,,,"N",,
"540272C","MP_2043","Offline","Chuck Taylor All Star Flashee","Old Gold","Hi","Textile","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Animal Print","regular","Womens Size Chart","Runs true to size",65,0,,,41426,"13 Fall","Runout",361.2903226,,,,,0,,,,"pending","N",,
"540273C","MP_2043","Offline","Chuck Taylor All Star Flashee","Gray Violet","Hi","Textile","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Animal Print","regular","Womens Size Chart","Runs true to size",65,0,,,41426,"13 Fall","Runout",258.0645161,,,,,0,,,,"pending","N",,
"138390C",,"Offline","Chuck Taylor All Star Floral",,,,"Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","CHina SMU","regular","Chuck Size Chart","Runs a half-size large",80,0,,,41395,"13 Summer","Runout",114,,,,,0,,,,"pending","N",,
"138391C",,"Offline","Chuck Taylor All Star Floral",,,,"Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","CHina SMU","regular","Chuck Size Chart","Runs a half-size large",80,0,,,41395,"13 Summer","Runout",114,,,,,0,,,,"pending","N",,
"140793C",,"Offline","Chuck Taylor All Star Floral",,,,"Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","CHina SMU","regular","Chuck Size Chart","Runs a half-size large",80,0,,,41395,"13 Summer","Runout",46,,,,,0,,,,"pending","N",,
"140794C",,"Offline","Chuck Taylor All Star Floral",,,,"Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","CHina SMU","regular","Chuck Size Chart","Runs a half-size large",80,0,,,41395,"13 Summer","Runout",46,,,,,0,,,,"pending","N",,
"537049C","MP_2044","Online","Chuck Taylor All Star Gladiator","Black","Mid","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Extensions","Gladiator","regular","Womens Size Chart","Runs true to size",40,0,,,41365,"13 Summer","Runout",406.1538462,,,,,0,,,,,"N",,
"537050C","MP_2044","Online","Chuck Taylor All Star Gladiator","White","Mid","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Extensions","Gladiator","regular","Womens Size Chart","Runs true to size",40,0,,,41365,"13 Summer","Runout",320,,,,,0,,,,,"N",,
"537062C","MP_2044","Offline","Chuck Taylor All Star Gladiator","Neon Blue","Mid","Textile","Women","ALL STAR","Chuck Taylor","Chuck  Taylor?-Extensions","Gladiator","regular","Womens Size Chart","Runs true to size",40,0,,,41306,"13 Spring","Runout",98.46153846,,,,,0,,,,"pending","N",,
"537063C","MP_2044","Offline","Chuck Taylor All Star Gladiator","Neon Pink","Mid","Textile","Women","ALL STAR","Chuck Taylor","Chuck  Taylor?-Extensions","Gladiator","regular","Womens Size Chart","Runs true to size",40,0,,,41306,"13 Spring","Runout",98.46153846,,,,,0,,,,"pending","N",,
"141825C","MP_2045","Offline","Chuck Taylor All Star Graduation","White/Black","Hi","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?- Seasonal","Graduation Mimaki","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41426,"13 Fall","Runout",369,,,,,0,,,,"pending","N",,
"141826C","MP_2045","Offline","Chuck Taylor All Star Graduation","White/Ultra Marine","Hi","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?- Seasonal","Graduation Mimaki","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41426,"13 Fall","Runout",369,,,,,0,,,,"pending","N",,
"141872C",,"Offline","Chuck Taylor All Star Green Eggs","White/Grenadine","Hi","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","Seuss","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41456,"13 Fall","Runout",677,,,,,0,,,,"pending","N",,
"641872C",,"Offline","Chuck Taylor All Star Green Eggs","White/Grenadine","Hi","Cotton","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","Seuss","regular","Kids- ExtYouth","Runs a half-size large",42,0,,,41456,"13 Fall","Runout",203,,,,,0,,,,"pending","N",,
"132387C",,"Offline","Chuck Taylor All Star Hollis Boot","Black","Hi","Leather","Men","ALL STAR","Chuck Taylor","Chuck Taylor?-Iteration","Mens Boots","regular","Chuck Size Chart","Runs a half-size large",80,0,,,41487,"13 Fall","Runout",400,,,,,0,,,,"pending","N",,
"136482C",,"Offline","Chuck Taylor All Star Hollis Boot","Pinecone","Hi","Leather","Men","ALL STAR","Chuck Taylor","Chuck Taylor?-Iteration","Mens Boots","regular","Chuck Size Chart","Runs a half-size large",80,0,,,41487,"13 Fall","Runout",514,,,,,0,,,,"pending","N",,
"136629F",,"Online","Chuck Taylor All Star Knee Hi","Black","X-Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor? -Iterations","Extended Height","regular","Chuck Size Chart","Runs a half-size large",65,44.97,,41297,41244,"12 Holiday","Runout",369,,,,,0,,,,,"N",,
"136630F",,"Online","Chuck Taylor All Star Knee Hi","Mirage Gray","X-Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor? -Iterations","Extended Height","regular","Chuck Size Chart","Runs a half-size large",65,0,,41361,41244,"12 Holiday","Runout",295,,,,,0,,,,,"N",,
"140027C",,"Offline","Chuck Taylor All Star Leather","Deep Well","Hi","Leather","Unisex","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Chuck Taylor Leather","regular","Chuck Size Chart","Runs a half-size large",70,,,,07/01/2013,"13 Fall","Runout",206.451612903226,,,,,0,,,,"pending","N",,
"140028C",,"Offline","Chuck Taylor All Star Leather","Morel","Hi","Leather","Unisex","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Chuck Taylor Leather","regular","Chuck Size Chart","Runs a half-size large",70,,,,07/01/2013,"13 Fall","Runout",180.645161290323,,,,,0,,,,"pending","N",,
"140032C",,"Offline","Chuck Taylor All Star Leather","Beluga","Hi","Leather","Unisex","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Chuck Taylor Leather","regular","Chuck Size Chart","Runs a half-size large",65,,,,07/01/2013,"13 Fall","Runout",184.615384615385,,,,,0,,,,"pending","N",,
"140033C",,"Offline","Chuck Taylor All Star Leather","Andorra/Egret","Hi","Leather","Unisex","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Chuck Taylor Leather","regular","Chuck Size Chart","Runs a half-size large",65,,,,07/01/2013,"13 Fall","Runout",283.870967741935,,,,,0,,,,"pending","N",,
"141870C",,"Offline","Chuck Taylor All Star Lorax","White/Chamois","Hi","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","Seuss","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41456,"13 Fall","Runout",1185,,,,,0,,,,"pending","N",,
"641870C",,"Offline","Chuck Taylor All Star Lorax","White/Chamois","Hi","Cotton","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","Seuss","regular","Kids- ExtYouth","Runs a half-size large",42,0,,,41456,"13 Fall","Runout",305,,,,,0,,,,"pending","N",,
"135262F","MP_1844","Online","Chuck Taylor All Star LP","Olive Branch","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Extensions","Low Profile","regular","Chuck Size Chart","Runs a half-size large",60,44.99,,41282,41244,"12 Holiday","Runout",172,,,,,0,"6E8B3D",,,,"N",,
"135264F","MP_1845","Online","Chuck Taylor All Star LP","Dark Navy","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Extensions","Low Profile","regular","Chuck Size Chart","Runs a half-size large",55,39.99,,41282,41244,"12 Holiday","Runout",295,,,,,0,80,,,,"N",,
"136600F",,"Online","Chuck Taylor All Star LP","Charcoal","Hi","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Washed Twill","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41365,"13 Summer","Runout",320,,,,,0,,,,,"N",,
"139829C",,"Offline","Chuck Taylor All Star LP","Black/Egret","Hi","Leather","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Leather","regular","Chuck Size Chart","Runs a half-size large",90,0,,,41487,"13 Fall","Runout",457.1428571,,,,,0,,,,"pending","N",,
"139830C",,"Offline","Chuck Taylor All Star LP","Charcoal Gray/Egret","Hi","Leather","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Leather","regular","Chuck Size Chart","Runs a half-size large",90,0,,,41487,"13 Fall","Runout",400,,,,,0,,,,"pending","N",,
"140146C",,"Offline","Chuck Taylor All Star LP","Burgundy/Chocolate","Hi","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Extensions","Low Profile","regular","Chuck Size Chart","Runs a half-size large",70,0,,,41487,"13 Fall","Runout",285.7142857,,,,,0,,,,"pending","N",,
"140147C",,"Offline","Chuck Taylor All Star LP","Black","Hi","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Extensions","Low Profile","regular","Chuck Size Chart","Runs a half-size large",70,0,,,41487,"13 Fall","Runout",114.2857143,,,,,0,,,,"pending","N",,
"136603F",,"Online","Chuck Taylor All Star LP","Varsity Red","Low","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Washed Twill","regular","Chuck Size Chart","Runs a half-size large",55,0,,,41365,"13 Summer","Runout",120,,,,,0,,,,,"N",,
"136604F",,"Online","Chuck Taylor All Star LP","White Sand","Low","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Washed Twill","regular","Chuck Size Chart","Runs a half-size large",55,0,,,41365,"13 Summer","Runout",280,,,,,0,,,,,"N",,
"139832C",,"Offline","Chuck Taylor All Star LP","Chocolate/Egret","Low","Leather","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Leather","regular","Chuck Size Chart","Runs a half-size large",90,0,,,41487,"13 Fall","Runout",228.5714286,,,,,0,,,,"pending","N",,
"139833C",,"Offline","Chuck Taylor All Star LP","Burgundy/Egret","Low","Leather","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Leather","regular","Chuck Size Chart","Runs a half-size large",90,0,,,41487,"13 Fall","Runout",171.4285714,,,,,0,,,,"pending","N",,
"140149C",,"Offline","Chuck Taylor All Star LP","Charcoal Gray/Black","Low","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Extensions","Low Profile","regular","Chuck Size Chart","Runs a half-size large",65,0,,,41487,"13 Fall","Runout",228.5714286,,,,,0,,,,"pending","N",,
"140150C",,"Offline","Chuck Taylor All Star LP","Black/Charcoal Gray","Low","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Extensions","Low Profile","regular","Chuck Size Chart","Runs a half-size large",65,0,,,41487,"13 Fall","Runout",228.5714286,,,,,0,,,,"pending","N",,
"136601F",,"Offline","Chuck Taylor All Star LP","Athletic Navy","Mid","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Washed Twill","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41365,"13 Summer","Runout",240,,,,,0,,,,"pending","N",,
"637307F","MP_1859","Online","Chuck Taylor All Star Multi Tongue","Black/Multi","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids- ExtYouth","Runs a half-size large",37,0,,41297,41275,"13 Spring","Runout",123.0769231,,,,,0,0,,,,"N",,
"637340F","MP_1859","Online","Chuck Taylor All Star Multi Tongue","Mirage Gray/Multi","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids- ExtYouth","Runs a half-size large",37,0,,41297,41275,"13 Spring","Runout",123.0769231,,,,,0,"E3E3E3","FF82AB",,,"N",,
"136572F","MP_1864","Online","Chuck Taylor All Star Multi Tongue","Carmine Rose","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,0,,41297,41275,"13 Spring","Runout",197,,,,,0,"EE1289",,,,"N",,
"136573F","MP_1864","Online","Chuck Taylor All Star Multi Tongue","Charcoal","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,0,,41297,41275,"13 Spring","Runout",234,,,,,0,919191,,,,"N",,
"140073F",,"Offline","Chuck Taylor All Star Multi Tongue","White","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,0,,,41426,"13 Fall","Runout",360,,,,,0,,,,"pending","N",,
"140074F",,"Offline","Chuck Taylor All Star Multi Tongue","Beluga","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,0,,,41426,"13 Fall","Runout",240,,,,,0,,,,"pending","N",,
"537074C",,"Offline","Chuck Taylor All Star Multi Tongue","Black","Low","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Crayon Hearts Print","regular","Womens Size Chart","Runs true to size",55,0,,,41275,"13 Spring","Runout",369.2307692,,,,,0,,,,"pending","N",,
"537119C",,"Online","Chuck Taylor All Star Multi Tongue","Black/Multi","Low","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Hyperculture Print","regular","Womens Size Chart","Runs true to size",60,0,,,41306,"13 Spring","Runout",300,,,,,0,,,,,"N",,
"537212C",,"Online","Chuck Taylor All Star Multi Tongue","Lavendula","Low","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Floral Print","regular","Womens Size Chart","Runs true to size",60,0,,,41395,"13 Summer","Runout",100,,,,,0,,,,,"N",,
"540276F",,"Offline","Chuck Taylor All Star Multi Tongue","Black","Low","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Animal Print","regular","Womens Size Chart","Runs true to size",60,0,,,41426,"13 Fall","Runout",258.0645161,,,,,0,,,,"pending","N",,
"640562C",,"Offline","Chuck Taylor All Star Multi Tongue","Black/Multi","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Polka Dot","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",309.6774194,,,,,0,,,,"pending","N",,
"141871C",,"Offline","Chuck Taylor All Star Oh the Places","White/Greenery","Hi","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Collaborations","Seuss","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41456,"13 Fall","Runout",508,,,,,0,,,,"pending","N",,
"640541F",,"Offline","Chuck Taylor All Star Party","Vivid Viola/Green Gecko","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Party","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41426,"13 Fall","Runout",451.6129032,,,,,0,,,,"pending","N",,
"540258C",,"Offline","Chuck Taylor All Star Platform","Purple Cactus Flower","Hi","Textile","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Platform","regular","Womens Size Chart","Runs true to size",65,0,,,41426,"13 Fall","Runout",129.0322581,,,,,0,,,,"pending","N",,
"540259C",,"Offline","Chuck Taylor All Star Platform","Fiery Coral","Hi","Textile","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Platform","regular","Womens Size Chart","Runs true to size",65,0,,,41426,"13 Fall","Runout",103.2258065,,,,,0,,,,"pending","N",,
"540268C",,"Offline","Chuck Taylor All Star Platform","Black","Hi","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Platform","regular","Womens Size Chart","Runs true to size",70,0,,,41426,"13 Fall","Runout",232.2580645,,,,,0,,,,"pending","N",,
"540261C",,"Offline","Chuck Taylor All Star Platform","Black","Low","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Platform","regular","Womens Size Chart","Runs true to size",60,0,,,41426,"13 Fall","Runout",309.6774194,,,,,0,,,,"pending","N",,
"540271C",,"Offline","Chuck Taylor All Star Platform","Charcoal Gray","Low","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Platform","regular","Womens Size Chart","Runs true to size",65,0,,,41426,"13 Fall","Runout",283.8709677,,,,,0,,,,"pending","N",,
"540256C",,"Offline","Chuck Taylor All Star Platform","White","X-Hi","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Platform","regular","Womens Size Chart","Runs true to size",75,0,,,41426,"13 Fall","Runout",154.8387097,,,,,0,,,,"pending","N",,
"540364C",,"Offline","Chuck Taylor All Star Platform Zip","Black","Hi","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Platform","regular","Womens Size Chart","Runs true to size",85,0,,,41456,"13 Fall","Runout",323,,,,,0,,,,"pending","N",,
"540365C",,"Offline","Chuck Taylor All Star Platform Zip","Egret","Hi","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Platform","regular","Womens Size Chart","Runs true to size",85,0,,,41456,"13 Fall","Runout",258,,,,,0,,,,"pending","N",,
"640476C",,"Offline","Chuck Taylor All Star Platform Zip","Black/Pinecone/Venice Brown","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Platform","regular","Kids- ExtYouth","Runs a half-size large",52,0,,,41426,"13 Fall","Runout",322.5806452,,,,,0,,,,"pending","N",,
"640477C",,"Offline","Chuck Taylor All Star Platform Zip","Black/Paradise Pink","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Platform","regular","Kids- ExtYouth","Runs a half-size large",52,0,,,41426,"13 Fall","Runout",232.2580645,,,,,0,,,,"pending","N",,
"138487C","MP_1875","Online","Chuck Taylor All Star Premium","Black","Low","Cotton","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Premium Post","regular","Chuck Size Chart","Runs a half-size large",125,0,,41310,41275,"13 Spring","Runout",73.84615385,,,,,0,0,,,,"N",,
"136702C",,"Offline","Chuck Taylor All Star Premium","Black","Hi","Leather","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Washed","regular","Chuck Size Chart","Runs a half-size large",150,0,,,41275,"13 Spring","Runout",270.7692308,,,,,0,,,,"pending","N",,
"136703C",,"Offline","Chuck Taylor All Star Premium","Blue","Hi","Leather","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Washed","regular","Chuck Size Chart","Runs a half-size large",150,0,,,41275,"13 Spring","Runout",135.3846154,,,,,0,,,,"pending","N",,
"139905C",,"Offline","Chuck Taylor All Star Premium","Athletic Navy","Hi","Denim","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Flag","regular","Chuck Size Chart","Runs a half-size large",125,0,,,41426,"13 Fall","Runout",524.1935484,,,,,0,,,,"pending","N",,
"139906C",,"Offline","Chuck Taylor All Star Premium","Black","Hi","Denim","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Flag","regular","Chuck Size Chart","Runs a half-size large",125,0,,,41426,"13 Fall","Runout",524.1935484,,,,,0,,,,"pending","N",,
"539597C",,"Offline","Chuck Taylor All Star Premium","Limestone/Turtledove/White","Hi",,"Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Premium SMU","regular","Womens Size Chart","Runs true to size",100,0,,,41395,"13 Summer","Runout",100,,,,,0,,,,"pending","N",,
"539598C",,"Offline","Chuck Taylor All Star Premium","White/Turtledove","Hi",,"Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Premium SMU","regular","Womens Size Chart","Runs true to size",100,0,,,41395,"13 Summer","Runout",120,,,,,0,,,,"pending","N",,
"539595C",,"Offline","Chuck Taylor All Star Premium",,,,"Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Premium SMU","regular","Womens Size Chart","Runs true to size",85,0,,,41395,"13 Summer","Runout",120,,,,,0,,,,"pending","N",,
"539596C",,"Offline","Chuck Taylor All Star Premium",,,,"Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Premium SMU","regular","Womens Size Chart","Runs true to size",85,0,,,41395,"13 Summer","Runout",100,,,,,0,,,,"pending","N",,
"122135F",,"Offline","Chuck Taylor All Star Print","Black/Liberty/Grey","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor? -Collaborations","DC Comics","regular","Chuck Size Chart","Runs a half-size large",60,0,,,41426,"13 Fall","Runout",322.5806452,,,,,0,,,,"pending","N",,
"737274F",,"Offline","Chuck Taylor All Star Sand Toys","Charcoal/Citrus","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Sand Toys","regular","Kids - Toddler","Runs a half-size large",32,0,,,41275,"13 Spring","Runout",61.53846154,,,,,0,,,,"pending","N",,
"537080F","MP_1884","Online","Chuck Taylor All Star Shoreline","Athletic Navy","Slip","Canvas","Women","ALL STAR","Chuck Taylor","Chuck  Taylor?-Extensions","Shoreline","regular","Womens Size Chart","Runs true to size",50,0,,41318,41306,"13 Spring","Runout",307.6923077,,,,,0,80,,,,"N",,
"537081F","MP_1884","Online","Chuck Taylor All Star Shoreline","Black","Slip","Canvas","Women","ALL STAR","Chuck Taylor","Chuck  Taylor?-Extensions","Shoreline","regular","Womens Size Chart","Runs true to size",50,0,,41318,41306,"13 Spring","Runout",430.7692308,,,,,0,0,,,,"N",,
"537082F","MP_1884","Online","Chuck Taylor All Star Shoreline","Cloud Gray","Slip","Canvas","Women","ALL STAR","Chuck Taylor","Chuck  Taylor?-Extensions","Shoreline","regular","Womens Size Chart","Runs true to size",50,0,,41318,41306,"13 Spring","Runout",344.6153846,,,,,0,"EBEBEB",,,,"N",,
"537083F","MP_1884","Online","Chuck Taylor All Star Shoreline","Varsity Red","Slip","Canvas","Women","ALL STAR","Chuck Taylor","Chuck  Taylor?-Extensions","Shoreline","regular","Womens Size Chart","Runs true to size",50,0,,41318,41306,"13 Spring","Runout",221.5384615,,,,,0,"DC143C",,,,"N",,
"537084F","MP_1884","Online","Chuck Taylor All Star Shoreline","White","Slip","Canvas","Women","ALL STAR","Chuck Taylor","Chuck  Taylor?-Extensions","Shoreline","regular","Womens Size Chart","Runs true to size",50,0,,41318,41306,"13 Spring","Runout",344.6153846,,,,,0,"FFFFFF",,,,"N",,
"537148F","MP_1884","Online","Chuck Taylor All Star Shoreline","Neon Blue","Slip","Textile","Women","ALL STAR","Chuck Taylor","Chuck  Taylor?-Extensions","Shoreline","regular","Womens Size Chart","Runs true to size",50,0,,41340,41306,"13 Spring","Runout",147.6923077,,,,,0,"87CEFF",,,,"N",,
"537149F","MP_1884","Online","Chuck Taylor All Star Shoreline","Neon Orange","Slip","Textile","Women","ALL STAR","Chuck Taylor","Chuck  Taylor?-Extensions","Shoreline","regular","Womens Size Chart","Runs true to size",50,0,,41340,41306,"13 Spring","Runout",110.7692308,,,,,0,"FFA54F",,,,"N",,
